Etapa,Componente,Rede,Código da CREDE,CREDE,Código do Município,Município,Edição,Proficiência Média,Desvio Padrão,Indicação do Padrão de Desempenho,% Não Alfabetizado,% Alfabetização Incompleta,% Intermediário (2º Ano),% Suficiente,% Desejável,% Muito Crítico,% Crítico,% Intermediário,% Adequado,Nº de Alunos Previstos,Nº de Alunos Avaliados,Participação (%)
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,14,SENADOR POMPEU,2313005,Solonópole,2013,195.9812602861232,53.59560015628891,Intermediário,,,,,,6.666666666666667,33.75,28.33333333333333,31.25,241,240,99.5850622406639
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2313104,Tabuleiro do Norte,2013,200.8593159116816,44.57408785660467,Intermediário,,,,,,3.787878787878788,27.52525252525253,37.37373737373738,31.31313131313131,386,396,102.5906735751295
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,13,CRATEUS,2313203,Tamboril,2013,183.5839348587513,5.9359729621763,Intermediário,,,,,,0.0,0.0,100.0,0.0,4,3,75
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2313203,Tamboril,2013,204.7249005094997,47.01004743438951,Intermediário,,,,,,4.081632653061225,22.24489795918367,42.24489795918367,31.42857142857143,496,490,98.79032258064517
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2313252,Tarrafas,2013,198.3765155760355,47.76042214309989,Intermediário,,,,,,4.324324324324325,31.89189189189189,35.13513513513514,28.64864864864865,182,185,101.6483516483516
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,15,TAUA,2313302,Tauá,2013,216.7084969431699,49.93911436917176,Intermediário,,,,,,4.118268215417107,18.37381203801478,33.26293558606125,44.24498416050687,936,947,101.1752136752137
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2313351,Tejuçuoca,2013,191.9165475025576,46.72481659016581,Intermediário,,,,,,6.666666666666667,32.5,36.11111111111111,24.72222222222222,367,360,98.09264305177112
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2313401,Tianguá,2013,193.1720390022155,47.64169627581636,Intermediário,,,,,,5.985634477254589,33.20031923383878,35.03591380686353,25.7781324820431,1258,1253,99.60254372019078
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2313500,Trairi,2013,199.0995809526163,46.03148334398876,Intermediário,,,,,,5.140186915887851,27.10280373831776,37.38317757009346,30.37383177570094,848,856,100.9433962264151
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2313559,Tururu,2013,210.229415676984,51.79046618665866,Intermediário,,,,,,7.194244604316546,17.62589928057554,36.69064748201439,38.48920863309353,284,278,97.88732394366197
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2313609,Ubajara,2013,208.7908160232384,48.44133056796611,Intermediário,,,,,,3.859060402684564,23.15436241610738,35.06711409395973,37.91946308724832,590,596,101.0169491525424
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2313708,Umari,2013,171.6968210023294,41.6080930693371,Crítico,,,,,,12.5748502994012,46.10778443113772,31.1377245508982,10.17964071856287,170,167,98.23529411764706
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2313757,Umirim,2013,194.9900828105954,45.91500498108204,Intermediário,,,,,,7.440476190476191,26.48809523809524,39.88095238095238,26.19047619047619,343,336,97.95918367346938
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2313807,Uruburetama,2013,193.9128211697186,47.10219194933081,Intermediário,,,,,,5.793450881612091,32.24181360201511,37.27959697732997,24.68513853904282,395,397,100.5063291139241
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,4,CAMOCIM,2313906,Uruoca,2013,213.1253490134285,46.7262773658151,Intermediário,,,,,,1.923076923076923,21.53846153846154,36.53846153846154,40.0,263,260,98.85931558935361
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2313955,Varjota,2013,231.1678047127775,46.62438055569802,Adequado,,,,,,1.32890365448505,10.96345514950166,31.56146179401993,56.14617940199336,296,301,101.6891891891892
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2314003,Várzea Alegre,2013,178.8852244315351,43.6259940536446,Intermediário,,,,,,10.38961038961039,40.74675324675324,32.14285714285715,16.72077922077922,619,616,99.51534733441034
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2314102,Viçosa do Ceará,2013,214.5349325896281,44.15075617712267,Intermediário,,,,,,1.773323053199692,17.34772552043177,40.94063222821897,39.93831919814958,1286,1297,100.855365474339
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,20,BREJO SANTO,2300101,Abaiara,2014,271.9956832614443,36.25128722179848,Adequado,,,,,,0.0,2.419354838709677,7.258064516129032,90.3225806451613,123,124,100.8130081300813
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2300150,Acarape,2014,194.2320487160534,44.89370783063898,Intermediário,,,,,,5.405405405405405,29.72972972972973,39.63963963963964,25.22522522522523,218,222,101.8348623853211
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,3,ACARAU,2300200,Acaraú,2014,173.7746442522553,29.27525669109428,Crítico,,,,,,0.0,60.0,30.0,10.0,10,10,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,3,ACARAU,2300200,Acaraú,2014,206.6050128871685,46.79770685887451,Intermediário,,,,,,4.145077720207254,21.41623488773748,40.67357512953368,33.76511226252159,1133,1158,102.2065313327449
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,16,IGUATU,2300309,Acopiara,2014,203.6845448485062,49.53963277773006,Intermediário,,,,,,4.810495626822157,24.92711370262391,35.8600583090379,34.40233236151604,662,686,103.6253776435045
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,15,TAUA,2300408,Aiuaba,2014,207.5632143148907,46.83443470249,Intermediário,,,,,,2.766798418972332,24.50592885375494,34.78260869565217,37.94466403162055,256,253,98.828125
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2300507,Alcâtaras,2014,224.6567839943858,49.44551460927018,Intermediário,,,,,,0.5154639175257731,19.58762886597938,29.38144329896907,50.51546391752577,195,194,99.48717948717949
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2300606,Altaneira,2014,257.493885707686,39.8142900756973,Adequado,,,,,,0.0,5.833333333333333,15.0,79.16666666666667,118,120,101.6949152542373
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2300705,Alto Santo,2014,213.706145242479,52.34625449355487,Intermediário,,,,,,4.310344827586207,20.25862068965517,33.62068965517241,41.81034482758621,234,232,99.14529914529915
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2300754,Amontada,2014,201.1407647005611,49.03299604475132,Intermediário,,,,,,6.134094151212554,24.67902995720399,37.51783166904422,31.66904422253923,703,701,99.71550497866288
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2300804,Antonina do Norte,2014,258.1484929125596,44.84443913551363,Adequado,,,,,,0.8849557522123894,3.539823008849558,16.8141592920354,78.76106194690266,104,113,108.6538461538461
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2300903,Apuiarés,2014,200.9607661556007,50.98805613347793,Intermediário,,,,,,7.589285714285714,28.57142857142857,31.69642857142857,32.14285714285715,232,224,96.55172413793103
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,1,MARACANAU,2301000,Aquiraz,2014,206.1134840820064,23.69244921192512,Intermediário,,,,,,0.0,0.0,85.71428571428571,14.28571428571429,8,7,87.5
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,1,MARACANAU,2301000,Aquiraz,2014,210.4320698542363,44.65419590074282,Intermediário,,,,,,2.120974076983503,19.32443047918303,43.04791830322074,35.50667714061272,1254,1273,101.5151515151515
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2301109,Aracati,2014,210.8683408765851,47.98063782598318,Intermediário,,,,,,3.218884120171674,21.03004291845494,37.01716738197425,38.73390557939914,910,932,102.4175824175824
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2301208,Aracoiaba,2014,201.7964262482187,47.47849083263036,Intermediário,,,,,,4.123711340206185,27.31958762886598,37.62886597938144,30.92783505154639,391,388,99.23273657289002
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2301257,Ararendá,2014,231.5244119847754,58.15480973155388,Adequado,,,,,,8.121827411167512,7.614213197969543,26.39593908629442,57.86802030456852,193,197,102.0725388601036
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2301307,Araripe,2014,218.4613285369613,44.14058139892788,Intermediário,,,,,,1.116071428571429,15.625,39.0625,44.19642857142857,444,448,100.9009009009009
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,8,BATURITE,2301406,Aratuba,2014,183.1494245250202,37.36706859442052,Intermediário,,,,,,0.0,20.0,60.0,20.0,5,5,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2301406,Aratuba,2014,202.3226356235515,48.82054427591429,Intermediário,,,,,,4.280155642023346,29.57198443579767,31.51750972762646,34.63035019455253,258,257,99.6124031007752
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,15,TAUA,2301505,Arneiroz,2014,199.4886393495318,47.34136932044157,Intermediário,,,,,,5.072463768115942,28.26086956521739,36.23188405797102,30.43478260869565,141,138,97.87234042553192
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2301604,Assaré,2014,214.2318712514346,47.39371325385108,Intermediário,,,,,,3.323262839879154,16.61631419939577,38.67069486404834,41.38972809667673,323,331,102.4767801857585
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,20,BREJO SANTO,2301703,Aurora,2014,192.1117036567539,42.32895476743565,Intermediário,,,,,,4.18848167539267,33.76963350785341,39.79057591623037,22.25130890052356,390,382,97.94871794871794
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2301802,Baixio,2014,252.5872616828182,50.31077703407922,Adequado,,,,,,4.385964912280702,2.631578947368421,12.28070175438597,80.70175438596492,114,114,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,12,QUIXADA,2301851,Banabuiú,2014,196.0604616676005,47.00257772867987,Intermediário,,,,,,5.511811023622047,28.08398950131233,40.68241469816273,25.72178477690289,393,381,96.94656488549617
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,19,JUAZEIRO DO NORTE,2301901,Barbalha,2014,197.0679226564534,48.35814722733992,Intermediário,,,,,,6.407035175879397,28.39195979899498,37.56281407035176,27.63819095477387,780,796,102.051282051282
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2301950,Barreira,2014,203.696670450099,44.78597488177651,Intermediário,,,,,,4.076086956521739,24.18478260869565,39.40217391304348,32.33695652173913,363,368,101.3774104683196
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,20,BREJO SANTO,2302008,Barro,2014,203.8932951474063,45.56695916670896,Intermediário,,,,,,2.797202797202797,25.87412587412587,39.51048951048951,31.81818181818182,289,286,98.96193771626297
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,4,CAMOCIM,2302057,Barroquinha,2014,207.5469549190749,48.00571672609257,Intermediário,,,,,,3.058103975535168,23.24159021406728,38.83792048929664,34.86238532110092,321,327,101.8691588785047
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2302107,Baturité,2014,194.7731680932115,43.22807210268231,Intermediário,,,,,,2.53411306042885,32.35867446393762,41.13060428849902,23.9766081871345,504,513,101.7857142857143
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,9,HORIZONTE,2302206,Beberibe,2014,215.5847284290929,45.45187868910872,Intermediário,,,,,,1.92102454642476,16.86232657417289,42.26254002134472,38.95410885805763,942,937,99.4692144373673
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,3,ACARAU,2302305,Bela Cruz,2014,204.2480584513788,50.95358081827415,Intermediário,,,,,,6.422018348623853,22.70642201834863,37.15596330275229,33.71559633027523,419,436,104.0572792362769
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,12,QUIXADA,2302404,Boa Viagem,2014,199.1414980557648,47.56855948662471,Intermediário,,,,,,5.005688282138794,28.44141069397042,38.68031854379977,27.87258248009101,877,879,100.2280501710376
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,20,BREJO SANTO,2302503,Brejo Santo,2014,236.2930262916325,52.18368925226957,Adequado,,,,,,1.52027027027027,11.14864864864865,29.05405405405405,58.27702702702702,578,592,102.4221453287197
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,4,CAMOCIM,2302602,Camocim,2014,212.1849013898194,51.93880268422461,Intermediário,,,,,,5.177372962607862,18.88782358581016,34.51581975071908,41.4189837008629,1014,1043,102.8599605522682
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2302701,Campos Sales,2014,210.0693155588871,48.68979691476854,Intermediário,,,,,,3.367875647668394,22.02072538860104,32.38341968911917,42.2279792746114,374,386,103.2085561497326
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,7,CANINDE,2302800,Canindé,2014,200.7649469635654,25.92080406228494,Intermediário,,,,,,0.0,22.22222222222222,66.66666666666667,11.11111111111111,9,9,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,7,CANINDE,2302800,Canindé,2014,196.1520295104675,44.96586546962647,Intermediário,,,,,,5.077805077805078,29.56592956592957,39.55773955773956,25.7985257985258,1208,1221,101.0761589403973
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2302909,Capistrano,2014,179.7726448297998,46.50330444462112,Intermediário,,,,,,10.78838174273859,38.58921161825726,34.43983402489626,16.18257261410788,240,241,100.4166666666667
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,7,CANINDE,2303006,Caridade,2014,213.2872591484042,43.09969915179293,Intermediário,,,,,,1.775147928994083,16.86390532544379,45.85798816568047,35.50295857988166,328,338,103.0487804878049
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2303105,Cariré,2014,256.6076800847699,45.84806799377479,Adequado,,,,,,0.7575757575757576,4.545454545454546,18.56060606060606,76.13636363636364,262,264,100.7633587786259
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,19,JUAZEIRO DO NORTE,2303204,Caririaçu,2014,202.2701493705527,45.35752353962801,Intermediário,,,,,,3.047619047619047,26.28571428571428,41.33333333333334,29.33333333333333,523,525,100.3824091778203
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,16,IGUATU,2303303,Cariús,2014,196.7920913624086,41.71253872119832,Intermediário,,,,,,2.027027027027027,31.75675675675676,39.18918918918919,27.02702702702703,289,296,102.4221453287197
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2303402,Carnaubal,2014,240.4111077164352,52.0517149821526,Adequado,,,,,,1.618122977346278,9.70873786407767,27.18446601941747,61.48867313915858,308,309,100.3246753246753
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,9,HORIZONTE,2303501,Cascavel,2014,203.4506856114419,48.96728835182967,Intermediário,,,,,,5.215004574565416,26.34949679780421,35.04117108874657,33.39432753888381,1069,1093,102.245088868101
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,16,IGUATU,2303600,Catarina,2014,201.7171177578535,41.09228872909885,Intermediário,,,,,,2.877697841726619,20.86330935251799,48.20143884892087,28.05755395683453,142,139,97.88732394366197
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2303659,Catunda,2014,229.5391050516715,47.00719010184408,Adequado,,,,,,0.7194244604316546,8.633093525179856,38.1294964028777,52.51798561151079,125,139,111.2
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,1,MARACANAU,2303709,Caucaia,2014,175.2301018681295,39.86879059909447,Intermediário,,,,,,10.08403361344538,44.53781512605042,35.29411764705883,10.08403361344538,127,119,93.7007874015748
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,1,MARACANAU,2303709,Caucaia,2014,190.6053494080967,47.47826579797994,Intermediário,,,,,,8.45213849287169,30.42260692464358,37.24541751527495,23.87983706720978,4072,3928,96.46365422396856
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2303808,Cedro,2014,180.9172719253325,46.30772944253846,Intermediário,,,,,,10.98591549295775,37.74647887323944,34.92957746478874,16.33802816901408,350,355,101.4285714285714
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,4,CAMOCIM,2303907,Chaval,2014,205.1184319827856,45.67722580536567,Intermediário,,,,,,2.192982456140351,25.43859649122807,39.03508771929825,33.33333333333334,235,228,97.02127659574468
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,12,QUIXADA,2303931,Choró,2014,205.3959287892476,51.01150238924644,Intermediário,,,,,,5.769230769230769,24.03846153846154,35.09615384615385,35.09615384615385,227,208,91.62995594713657
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,9,HORIZONTE,2303956,Chorozinho,2014,204.8999173460095,46.13287238398714,Intermediário,,,,,,3.307888040712468,22.64631043256998,44.27480916030535,29.77099236641221,378,393,103.968253968254
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2304004,Coreaú,2014,238.6683834001426,44.96365443447176,Adequado,,,,,,0.3460207612456747,8.304498269896193,29.41176470588235,61.93771626297578,288,289,100.3472222222222
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,13,CRATEUS,2304103,Crateús,2014,174.5000613149112,37.11626130543335,Crítico,,,,,,15.0,25.0,50.0,10.0,23,20,86.95652173913044
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2304103,Crateús,2014,198.9118147908411,45.952713776119,Intermediário,,,,,,4.0,28.55813953488372,40.09302325581395,27.34883720930232,1094,1075,98.26325411334552
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,18,CRATO,2304202,Crato,2014,198.8604273755042,45.92543095144884,Intermediário,,,,,,4.120340091563113,28.51536952256377,39.82995421844343,27.53433616742969,1496,1529,102.2058823529412
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2304236,Croatá,2014,212.5024619722967,49.24394687811596,Intermediário,,,,,,5.572755417956657,15.78947368421053,39.93808049535604,38.69969040247678,318,323,101.5723270440252
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,3,ACARAU,2304251,Cruz,2014,223.5737430697549,48.35751201976817,Intermediário,,,,,,2.553191489361702,15.1063829787234,29.14893617021277,53.19148936170212,462,470,101.7316017316017
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,14,SENADOR POMPEU,2304269,Deputado Irapuan Pinheiro,2014,206.3457397621972,49.62504653159489,Intermediário,,,,,,6.2015503875969,18.6046511627907,39.53488372093023,35.65891472868217,127,129,101.5748031496063
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,11,JAGUARIBE,2304277,Ererê,2014,234.9333701182947,45.61159550148333,Adequado,,,,,,1.801801801801802,8.108108108108109,30.63063063063063,59.45945945945946,110,111,100.9090909090909
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,1,MARACANAU,2304285,Eusébio,2014,218.365230750802,46.29783255027616,Intermediário,,,,,,1.058823529411765,18.58823529411765,34.94117647058823,45.41176470588236,836,850,101.6746411483254
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,19,JUAZEIRO DO NORTE,2304301,Farias Brito,2014,249.1816314159556,43.75433062283442,Adequado,,,,,,0.6211180124223602,4.968944099378882,23.29192546583851,71.11801242236025,315,322,102.2222222222222
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2304350,Forquilha,2014,239.8770386818645,45.85115829712898,Adequado,,,,,,1.111111111111111,8.148148148148149,28.14814814814815,62.5925925925926,268,270,100.7462686567164
5º Ano do Ensino Fundamental,Língua Portuguesa,Estadual,21,FORTALEZA,2304400,Fortaleza,2014,227.2775724011966,46.27098926765363,Adequado,,,,,,1.13314447592068,12.74787535410765,33.14447592067989,52.97450424929178,365,353,96.7123287671233
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,21,FORTALEZA,2304400,Fortaleza,2014,201.8627795451573,44.97840393052208,Intermediário,,,,,,3.921766816596755,24.79911052711376,41.41102744226007,29.86809521402941,19703,19787,100.4263310155814
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2304459,Fortim,2014,234.6145960124832,49.71372279214479,Adequado,,,,,,1.071428571428571,13.57142857142857,27.85714285714286,57.5,277,280,101.0830324909747
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2304509,Frecheirinha,2014,258.2744259260538,47.69424700178089,Adequado,,,,,,0.4132231404958678,5.371900826446281,17.76859504132231,76.44628099173553,241,242,100.4149377593361
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,7,CANINDE,2304608,General Sampaio,2014,214.3230784400048,42.57312142109909,Intermediário,,,,,,0.0,21.42857142857143,42.20779220779221,36.36363636363637,153,154,100.6535947712418
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2304657,Graça,2014,223.1673739600305,52.69907168431212,Intermediário,,,,,,3.153153153153153,15.76576576576577,33.78378378378378,47.2972972972973,215,222,103.2558139534884
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,4,CAMOCIM,2304707,Granja,2014,233.9958143999808,52.15844727882766,Adequado,,,,,,2.352941176470588,11.22994652406417,27.27272727272727,59.14438502673796,936,935,99.8931623931624
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,19,JUAZEIRO DO NORTE,2304806,Granjeiro,2014,196.222470558896,44.07072304017777,Intermediário,,,,,,2.752293577981651,29.35779816513762,42.20183486238532,25.68807339449541,103,109,105.8252427184466
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2304905,Groaíras,2014,280.8549125602223,28.79195579165567,Adequado,,,,,,0.9090909090909091,0.0,1.818181818181818,97.27272727272727,110,110,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,1,MARACANAU,2304954,Guaiuba,2014,192.6860419859574,46.99806994724457,Intermediário,,,,,,5.789473684210527,31.84210526315789,38.68421052631579,23.68421052631579,376,380,101.0638297872341
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2305001,Guaraciaba do Norte,2014,231.0890844838596,47.21468458594983,Adequado,,,,,,0.7772020725388601,12.17616580310881,32.25388601036269,54.79274611398964,749,772,103.0707610146862
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,8,BATURITE,2305100,Guaramiranga,2014,215.8157220239723,42.23896506546128,Intermediário,,,,,,2.272727272727273,15.90909090909091,40.90909090909091,40.90909090909091,87,88,101.1494252873563
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2305209,Hidrolândia,2014,215.3537395577721,46.64322138362369,Intermediário,,,,,,3.202846975088968,17.79359430604982,34.16370106761565,44.83985765124555,277,281,101.4440433212996
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,9,HORIZONTE,2305233,Horizonte,2014,212.6846568027662,47.12968576782088,Intermediário,,,,,,2.917505030181086,19.01408450704225,37.12273641851107,40.94567404426559,952,994,104.4117647058824
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,12,QUIXADA,2305266,Ibaretama,2014,179.0005982295414,41.66279763926594,Intermediário,,,,,,9.31174089068826,36.43724696356275,41.29554655870445,12.95546558704453,246,247,100.4065040650407
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2305308,Ibiapina,2014,187.4478321456283,44.88773615424923,Intermediário,,,,,,7.894736842105263,33.33333333333334,38.01169590643275,20.76023391812866,360,342,95
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,12,QUIXADA,2305332,Ibicuitinga,2014,188.9826657609829,48.48024896711518,Intermediário,,,,,,11.45833333333333,23.4375,38.02083333333334,27.08333333333333,192,192,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2305357,Icapuí,2014,197.0978160522542,44.61707472245147,Intermediário,,,,,,5.571030640668524,27.29805013927577,40.11142061281337,27.01949860724234,354,359,101.4124293785311
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2305407,Icó,2014,171.4085135694434,42.59558001425758,Crítico,,,,,,13.78326996197719,42.9657794676806,31.65399239543726,11.59695817490494,1049,1052,100.2859866539561
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,16,IGUATU,2305506,Iguatu,2014,204.1214242155561,49.42547207780118,Intermediário,,,,,,5.047867711053089,24.80417754569191,35.94429939077459,34.20365535248042,1112,1149,103.3273381294964
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2305605,Independência,2014,213.4168663009971,51.09938087045538,Intermediário,,,,,,4.557640750670242,19.83914209115282,34.04825737265416,41.55495978552279,371,373,100.5390835579515
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2305654,Ipaporanga,2014,224.0735975542582,51.78912845443948,Intermediário,,,,,,7.981220657276995,6.572769953051643,31.92488262910798,53.52112676056338,211,213,100.9478672985782
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,17,ICO,2305704,Ipaumirim,2014,196.3424316347255,53.12399015885129,Intermediário,,,,,,6.787330316742081,33.93665158371041,28.95927601809955,30.31674208144796,221,221,100
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,5,TIANGUA,2305803,Ipu,2014,195.7378260898566,47.1268693556086,Intermediário,,,,,,6.189821182943604,27.37276478679505,40.71526822558459,25.72214580467675,734,727,99.04632152588556
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,13,CRATEUS,2305902,Ipueiras,2014,217.2998659052463,48.15033033378525,Intermediário,,,,,,2.72020725388601,16.70984455958549,38.60103626943005,41.96891191709845,764,772,101.0471204188482
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,11,JAGUARIBE,2306009,Iracema,2014,204.8333538336254,49.44272630207137,Intermediário,,,,,,4.166666666666667,27.08333333333333,35.41666666666666,33.33333333333334,137,144,105.1094890510949
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,6,SOBRAL,2306108,Irauçuba,2014,214.3968541114583,51.93899411169913,Intermediário,,,,,,4.246284501061571,21.86836518046709,31.21019108280255,42.67515923566879,466,471,101.0729613733906
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,10,RUSSAS,2306207,Itaiçaba,2014,224.176519394509,46.27649334587417,Intermediário,,,,,,1.724137931034483,12.93103448275862,36.20689655172414,49.13793103448276,115,116,100.8695652173913
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,1,MARACANAU,2306256,Itaitinga,2014,202.4381075153226,45.30467648185101,Intermediário,,,,,,4.005934718100891,25.66765578635015,39.02077151335312,31.30563798219585,676,674,99.70414201183432
5º Ano do Ensino Fundamental,Língua Portuguesa,Municipal,2,ITAPIPOCA,2306306,Itapajé,2014,198.8334080912782,49.26174624600073,Intermediário,,,,,,6.010230179028133,29.15601023017903,34.39897698209719,30.43478260869565,780,782,100.2564102564102
